Age,Monthly_Income,Credit_Score,Loan_Amount_Requested,Employment_Status,Existing_Debts,Number_of_Previous_Loans,Payment_History,Debt_to_Income_Ratio,Repayment_Status
66,5566,415,1517,Employed,4023,6,Excellent,0.65,0
55,2447,364,13425,Unemployed,8785,0,Good,0.62,0
74,2671,728,22602,Employed,10858,5,Excellent,0.43,1
64,17331,609,15676,Employed,12004,7,Poor,0.38,0
20,7614,729,22819,Self-Employed,10531,5,Excellent,0.2,1
55,1671,460,11781,Unemployed,14964,8,Excellent,0.59,0
20,14318,605,19656,Employed,14244,9,Good,0.33,1
47,10835,660,49965,Self-Employed,11551,2,Excellent,0.43,1
18,11551,577,36076,Employed,2260,5,Excellent,0.16,1
47,7709,595,26678,Self-Employed,4262,9,Fair,0.19,1
62,11880,468,5792,Self-Employed,7388,3,Good,0.69,0
49,5077,758,12955,Employed,6545,9,Excellent,0.37,1
45,9880,306,46528,Student,6934,2,Good,0.58,1
38,5576,431,9268,Unemployed,7456,7,Excellent,0.59,1
63,1657,646,19693,Employed,14191,6,Good,0.69,0
30,9277,552,41676,Unemployed,9160,6,Good,0.69,0
44,9937,709,26601,Employed,10219,4,Fair,0.35,1
53,12595,842,27640,Self-Employed,8370,0,Fair,0.67,1
24,16779,654,5439,Self-Employed,6314,5,Fair,0.29,1
39,8700,667,49139,Employed,6117,5,Excellent,0.44,1
27,16347,810,14227,Employed,2051,2,Good,0.58,1
56,10541,832,44701,Unemployed,4431,4,Excellent,0.64,1
70,3310,827,30517,Employed,8386,8,Fair,0.39,1
32,9395,827,30702,Employed,14279,6,Good,0.32,1
32,8453,701,7389,Employed,11727,7,Excellent,0.52,1
21,7823,474,29575,Employed,2940,8,Good,0.35,1
49,7105,377,45188,Self-Employed,11009,5,Excellent,0.49,1
40,7391,739,46229,Employed,3628,4,Fair,0.57,1
72,4576,848,20942,Student,7634,9,Excellent,0.6,1
23,2119,531,25392,Unemployed,5463,4,Good,0.22,1
41,12594,699,18229,Employed,9423,4,Fair,0.42,1
37,3907,512,26268,Employed,3698,3,Fair,0.07,0
54,14144,492,13240,Employed,1959,1,Poor,0.57,0
37,4504,566,32000,Employed,1526,6,Excellent,0.13,1
29,12178,425,2332,Employed,10369,6,Good,0.62,1
50,5539,681,12229,Unemployed,7839,7,Good,0.31,1
45,2804,843,46292,Employed,11264,7,Excellent,0.16,1
25,7130,801,7300,Self-Employed,14320,7,Fair,0.57,1
18,8782,702,18658,Employed,6929,8,Good,0.18,1
54,4807,560,40934,Employed,14822,5,Good,0.31,1
39,19245,686,26820,Employed,3519,3,Good,0.42,1
23,8165,711,1337,Employed,1695,1,Fair,0.28,0
38,5794,645,37062,Unemployed,5896,4,Excellent,0.17,1
49,3287,393,30906,Self-Employed,7990,5,Good,0.31,0
52,2573,627,14445,Self-Employed,6466,6,Poor,0.14,0
32,5099,399,2867,Self-Employed,14071,5,Excellent,0.52,0
22,16889,760,29581,Employed,12311,3,Fair,0.16,1
73,12845,614,24298,Employed,376,3,Fair,0.36,1
63,13818,324,1494,Employed,778,6,Poor,0.41,0
67,17607,793,5642,Employed,5275,0,Excellent,0.66,1
65,4555,652,37654,Employed,3343,2,Poor,0.1,0
23,18543,416,9352,Employed,14428,9,Excellent,0.65,1
42,7820,498,3036,Unemployed,5992,1,Good,0.19,1
73,8013,578,15722,Employed,3595,1,Excellent,0.6,1
63,6142,378,49324,Employed,14061,6,Excellent,0.11,1
73,10821,723,17186,Employed,14456,4,Poor,0.69,0
57,15932,653,43467,Employed,2499,2,Fair,0.57,1
46,5966,825,22467,Employed,14937,8,Good,0.09,1
24,12958,840,26951,Employed,13187,8,Excellent,0.19,1
57,17379,776,3281,Unemployed,586,2,Good,0.41,1
30,9784,309,31695,Employed,7489,1,Good,0.39,0
55,12258,802,43828,Self-Employed,9246,2,Excellent,0.46,1
35,19165,559,2601,Employed,2999,8,Good,0.35,1
19,12491,823,45787,Employed,6744,7,Fair,0.53,1
25,6011,305,45440,Unemployed,8801,2,Good,0.28,0
28,12296,334,2299,Employed,10368,3,Good,0.16,1
50,5381,474,15794,Employed,10692,4,Good,0.07,1
71,17168,741,31148,Employed,8998,3,Excellent,0.26,1
55,3913,446,48516,Self-Employed,2483,1,Fair,0.33,0
65,3044,492,30713,Employed,13918,8,Fair,0.48,0
44,17229,312,17026,Employed,5795,1,Good,0.57,0
37,6284,829,32097,Employed,14842,4,Excellent,0.21,1
29,7126,545,19430,Self-Employed,14274,8,Good,0.37,1
60,6014,413,48785,Employed,7909,7,Excellent,0.2,1
48,2645,532,36649,Employed,2699,0,Fair,0.67,0
44,10602,621,22858,Employed,7484,2,Good,0.47,1
49,12998,837,19582,Employed,9543,9,Good,0.49,1
27,6950,425,4332,Self-Employed,108,8,Poor,0.4,0
20,19450,612,34871,Employed,8717,2,Good,0.23,1
62,6007,810,4177,Self-Employed,1498,3,Fair,0.18,0
44,15035,783,29170,Employed,6097,2,Good,0.48,1
52,5748,580,45434,Employed,9141,6,Good,0.65,0
48,15023,582,31603,Employed,14727,8,Excellent,0.19,1
32,5492,691,35945,Student,1667,3,Fair,0.42,1
33,10022,822,21885,Employed,3184,8,Fair,0.39,1
30,9527,681,39809,Employed,7453,1,Excellent,0.47,1
66,13472,515,30728,Employed,4947,1,Excellent,0.43,1
52,16805,841,9727,Employed,8797,8,Fair,0.23,1
69,12293,415,15532,Self-Employed,10586,6,Poor,0.5,0
28,2029,808,40828,Employed,9816,4,Fair,0.23,0
38,6234,799,26645,Employed,4917,4,Good,0.47,1
68,15398,570,46329,Employed,7428,8,Poor,0.24,0
71,14485,739,25708,Unemployed,6861,3,Excellent,0.1,1
28,15489,590,17647,Employed,4402,0,Excellent,0.13,1
47,4242,338,16956,Employed,13197,5,Good,0.59,0
65,6135,323,40736,Self-Employed,1057,2,Poor,0.13,0
70,5925,342,19436,Employed,6312,1,Fair,0.26,0
52,10161,469,38714,Unemployed,1368,3,Excellent,0.24,1
39,5330,639,16068,Employed,8102,8,Good,0.09,1
55,2033,468,23209,Employed,14867,7,Excellent,0.44,1
48,15750,837,14732,Employed,5738,6,Fair,0.57,1
31,13747,771,23428,Unemployed,9863,1,Good,0.7,1
41,5587,442,5089,Unemployed,4633,0,Poor,0.66,0
67,10453,400,31788,Employed,3738,6,Excellent,0.08,1
66,14793,774,28423,Employed,9119,9,Fair,0.22,1
49,10582,610,34125,Employed,3625,4,Good,0.32,1
53,3855,359,14999,Employed,5200,7,Excellent,0.62,0
49,3455,328,39273,Employed,2736,4,Good,0.28,0
72,4471,830,9942,Self-Employed,8896,9,Good,0.42,1
32,7039,372,16840,Student,14526,4,Good,0.48,0
60,8993,693,4250,Self-Employed,8474,7,Good,0.24,1
52,19556,693,3258,Employed,12021,8,Good,0.43,1
20,4336,780,42870,Self-Employed,3683,1,Excellent,0.08,1
33,6439,772,34351,Unemployed,970,7,Good,0.36,1
22,5144,612,20822,Employed,12264,6,Fair,0.3,0
38,4666,737,15501,Unemployed,488,7,Excellent,0.28,1
27,11011,623,11768,Employed,11298,2,Good,0.2,1
36,1683,386,26728,Employed,7461,3,Fair,0.58,0
42,10975,658,48999,Employed,11045,6,Fair,0.62,1
21,12832,496,19167,Employed,10281,4,Excellent,0.63,1
46,16673,684,21916,Employed,8361,6,Good,0.31,1
36,11488,417,49505,Unemployed,12208,5,Fair,0.22,0
60,6222,797,6117,Employed,7150,3,Good,0.11,1
19,16694,761,41706,Employed,9784,1,Good,0.49,1
27,18666,795,11333,Employed,13155,5,Excellent,0.26,1
60,19391,546,33302,Employed,8757,5,Good,0.23,1
42,15572,533,15922,Employed,9609,5,Good,0.29,1
37,17476,716,40514,Employed,7355,0,Excellent,0.41,1
65,7355,766,19517,Self-Employed,11559,5,Good,0.16,1
36,14794,781,26317,Employed,8576,1,Good,0.67,1
40,13546,664,7120,Employed,14199,9,Excellent,0.53,1
41,2176,452,3477,Self-Employed,10837,4,Good,0.08,0
28,5590,571,22342,Employed,3135,6,Fair,0.25,0
63,13998,691,7137,Employed,4176,9,Excellent,0.08,1
51,14277,846,36644,Student,6923,0,Good,0.2,1
72,9882,729,33810,Student,3256,4,Excellent,0.24,1
45,16506,488,39597,Employed,14796,8,Excellent,0.52,1
22,10534,551,9595,Employed,7512,2,Poor,0.52,0
22,10026,694,26902,Employed,13849,1,Good,0.08,1
68,15430,518,47261,Employed,8429,9,Excellent,0.43,1
38,2610,489,44176,Employed,7463,1,Good,0.67,0
29,18462,533,23730,Employed,11632,2,Excellent,0.46,1
67,17945,531,40617,Self-Employed,6442,0,Fair,0.67,1
21,1886,657,7686,Employed,4832,1,Excellent,0.3,1
71,14406,777,44109,Unemployed,13127,5,Fair,0.35,1
66,3183,728,30113,Employed,10124,7,Excellent,0.37,1
59,16533,536,32926,Employed,11353,3,Good,0.65,0
37,17208,332,16661,Employed,13751,1,Poor,0.3,0
55,7821,512,35654,Student,2576,4,Excellent,0.69,1
42,10178,678,2303,Student,12375,2,Excellent,0.4,1
31,13424,301,18496,Employed,2071,4,Good,0.19,1
28,15065,749,23424,Employed,8523,2,Excellent,0.12,1
49,10232,726,8452,Employed,3129,3,Fair,0.16,1
28,7131,578,27474,Employed,10703,4,Good,0.08,1
35,11752,513,39886,Employed,11241,6,Good,0.5,1
44,13938,584,32873,Employed,4284,1,Fair,0.39,1
72,6669,842,42207,Employed,3535,5,Excellent,0.53,1
71,8287,573,45220,Employed,6365,5,Poor,0.56,0
35,6732,310,15426,Employed,352,5,Good,0.66,0
73,5788,346,34335,Employed,3122,6,Fair,0.13,0
40,8234,814,31541,Employed,5207,2,Excellent,0.17,1
28,18964,737,10380,Unemployed,14557,4,Fair,0.41,1
38,7740,726,35121,Employed,14823,8,Excellent,0.13,1
61,18081,731,12804,Self-Employed,2031,8,Excellent,0.11,1
22,9314,429,48183,Employed,9051,6,Excellent,0.48,1
40,11886,321,26556,Employed,2926,8,Good,0.52,0
58,9351,688,5965,Self-Employed,12454,2,Good,0.6,1
42,3100,434,1168,Employed,5825,6,Good,0.65,0
58,8366,831,45124,Employed,4044,0,Poor,0.34,1
71,5192,519,3671,Employed,12388,6,Excellent,0.69,1
27,1832,632,17762,Unemployed,7881,2,Fair,0.07,1
39,15209,429,30904,Unemployed,7591,2,Good,0.62,1
36,15609,331,2932,Unemployed,4620,6,Good,0.26,1
18,16347,724,15213,Unemployed,1170,7,Excellent,0.65,1
24,16007,597,33961,Employed,12775,3,Good,0.19,1
21,11463,803,25839,Employed,5640,0,Good,0.53,1
18,7606,656,30942,Unemployed,10320,4,Fair,0.33,1
32,8833,754,31325,Self-Employed,10819,9,Poor,0.3,1
57,17558,700,27047,Employed,4917,3,Excellent,0.09,1
29,8155,754,11207,Self-Employed,5245,8,Excellent,0.51,1
39,6808,333,31435,Employed,11825,2,Good,0.16,1
39,2564,547,5616,Employed,9797,3,Good,0.35,0
67,10580,341,38782,Employed,7306,9,Good,0.14,1
64,12615,422,8878,Employed,14262,2,Poor,0.44,0
34,8320,326,15814,Self-Employed,11125,2,Fair,0.2,0
46,10012,761,18684,Unemployed,5801,6,Poor,0.44,0
63,5457,446,36968,Employed,6745,4,Good,0.67,0
31,8508,795,4373,Self-Employed,8263,4,Good,0.65,1
67,17544,785,26149,Employed,2292,3,Good,0.18,1
37,19384,759,43497,Employed,4674,9,Good,0.11,1
67,16187,427,35151,Employed,14977,7,Fair,0.08,0
65,19452,675,16178,Unemployed,9425,0,Fair,0.59,1
50,11211,382,26956,Employed,193,8,Good,0.21,0
72,19749,834,41692,Employed,12825,8,Excellent,0.23,1
60,11097,822,45119,Employed,12619,4,Good,0.2,1
32,16754,402,27099,Employed,11774,0,Good,0.6,0
29,17888,818,5991,Employed,12580,1,Good,0.69,1
57,15869,661,6202,Employed,8921,1,Good,0.54,1
71,9459,555,21316,Employed,8227,5,Excellent,0.59,1
37,19052,546,30695,Employed,13839,9,Fair,0.45,1
47,8108,491,4622,Employed,5197,8,Fair,0.39,0
55,1847,834,42855,Self-Employed,7188,2,Excellent,0.52,1
20,13912,613,2610,Employed,13958,7,Good,0.07,1
45,11505,575,42572,Employed,8436,1,Good,0.09,1
73,8000,672,17988,Unemployed,3466,4,Good,0.5,1
43,4074,743,31326,Employed,11959,3,Good,0.27,1
47,6772,494,1620,Self-Employed,14389,4,Fair,0.37,0
30,18032,557,16335,Employed,5212,3,Excellent,0.56,1
30,10194,659,3602,Employed,8120,0,Good,0.43,1
19,18753,847,27759,Self-Employed,5945,0,Excellent,0.57,1
54,5021,407,21184,Employed,5495,5,Excellent,0.32,0
66,2800,323,40866,Employed,6319,7,Good,0.24,0
55,13725,764,23922,Employed,12477,6,Excellent,0.2,1
19,12981,321,33923,Employed,1781,3,Excellent,0.14,0
53,13545,801,41928,Self-Employed,11046,4,Good,0.07,1
71,5885,800,16398,Employed,14299,7,Poor,0.08,0
43,16255,706,28929,Self-Employed,9407,5,Good,0.23,1
28,4324,629,40449,Employed,615,7,Excellent,0.23,1
25,7464,585,16903,Employed,4163,5,Good,0.3,1
61,18870,446,12309,Employed,14659,7,Good,0.43,1
57,5267,683,36483,Unemployed,5274,3,Excellent,0.54,1
60,15076,310,38107,Employed,8645,9,Excellent,0.18,1
39,13768,575,9070,Self-Employed,14561,1,Excellent,0.54,1
37,19890,602,34217,Employed,11496,2,Good,0.14,1
25,9425,503,30425,Self-Employed,1531,4,Good,0.69,0
46,4607,644,16106,Employed,14439,3,Good,0.24,0
57,10222,565,34837,Employed,4561,4,Poor,0.59,0
43,18807,321,5017,Employed,6571,0,Excellent,0.17,1
47,19780,835,30420,Unemployed,1775,0,Poor,0.67,1
34,9383,395,29167,Employed,7136,1,Good,0.59,1
37,14953,744,36587,Employed,10681,1,Excellent,0.28,1
69,18697,562,14582,Self-Employed,9341,7,Poor,0.32,0
72,9118,682,14867,Employed,3706,9,Good,0.05,1
33,2282,849,19669,Employed,5155,3,Good,0.21,1
63,16142,691,11227,Employed,7405,5,Excellent,0.24,1
60,9289,839,43150,Employed,13553,1,Excellent,0.34,1
24,15502,391,16947,Employed,12420,0,Poor,0.14,0
33,13481,458,12932,Employed,13179,6,Good,0.36,1
62,6507,527,11985,Employed,5346,3,Poor,0.48,0
64,9075,772,7375,Employed,13714,3,Good,0.29,1
73,17684,671,16805,Employed,12683,1,Excellent,0.2,1
65,12794,675,18107,Employed,10329,8,Excellent,0.41,1
44,7137,336,43401,Employed,14590,1,Good,0.07,0
70,14270,336,39041,Employed,82,4,Excellent,0.27,1
40,16042,400,8535,Employed,9715,5,Good,0.39,1
41,12408,842,38588,Self-Employed,6794,2,Excellent,0.27,1
26,18462,489,17470,Self-Employed,11572,2,Fair,0.27,1
52,14199,811,25081,Self-Employed,10771,5,Fair,0.6,1
68,3365,389,7846,Employed,4936,4,Excellent,0.66,0
37,2876,305,48923,Employed,1107,4,Fair,0.59,0
54,15755,438,5149,Employed,2074,4,Fair,0.11,1
59,15147,394,38929,Student,7737,8,Good,0.24,1
34,6908,685,37188,Unemployed,4474,7,Good,0.51,1
64,9663,422,30925,Employed,10116,3,Good,0.68,1
48,7783,584,48797,Employed,14728,5,Fair,0.21,1
72,3476,665,4212,Self-Employed,12504,4,Excellent,0.63,0
74,7943,789,49415,Employed,8572,5,Good,0.53,1
25,14824,624,4922,Unemployed,636,7,Excellent,0.69,1
32,9095,706,31544,Employed,799,5,Good,0.11,1
48,6420,818,33065,Employed,11975,5,Excellent,0.31,1
70,19771,376,48697,Employed,4012,1,Good,0.36,1
47,18875,533,28065,Employed,10747,6,Good,0.49,1
63,6728,783,23694,Employed,282,2,Excellent,0.48,1
37,13248,763,7042,Employed,4309,6,Excellent,0.64,1
56,17215,570,9013,Employed,9371,4,Good,0.6,1
70,15984,766,32285,Employed,2046,3,Fair,0.09,1
72,7950,768,43446,Student,6673,9,Good,0.37,1
29,18967,846,25648,Employed,854,0,Excellent,0.31,1
66,1520,569,4754,Employed,616,7,Excellent,0.7,0
34,16217,677,12187,Employed,3230,1,Fair,0.33,1
59,16080,476,38133,Employed,2088,9,Good,0.49,1
47,11617,573,49775,Unemployed,3873,7,Excellent,0.23,1
46,11164,326,1546,Employed,7672,6,Fair,0.45,0
36,2599,359,37497,Employed,4614,2,Excellent,0.18,0
63,4137,516,41118,Employed,9220,6,Excellent,0.44,1
28,10081,569,47157,Employed,1044,0,Excellent,0.61,1
51,9244,415,48411,Employed,645,4,Excellent,0.06,1
67,8957,544,49455,Employed,940,1,Good,0.38,1
24,12307,384,35736,Employed,12529,1,Good,0.69,1
61,19238,749,31599,Self-Employed,13218,2,Fair,0.15,1
51,7902,835,5516,Self-Employed,14441,6,Good,0.17,1
37,6021,388,2259,Employed,342,1,Good,0.36,0
67,17889,848,47913,Self-Employed,1666,3,Good,0.62,1
55,9882,806,24376,Employed,2464,3,Good,0.42,1
41,14192,707,25140,Employed,37,0,Excellent,0.38,1
27,5853,570,20317,Employed,4431,6,Good,0.11,1
49,16565,823,3509,Employed,14808,3,Poor,0.68,1
69,15925,793,45968,Employed,10352,0,Good,0.28,1
32,14611,747,13264,Self-Employed,250,2,Good,0.21,1
54,9531,842,18946,Employed,5007,7,Excellent,0.32,1
37,17010,649,32635,Employed,11608,3,Fair,0.32,1
20,6583,627,11277,Student,12137,0,Poor,0.35,0
54,10316,585,27365,Employed,7238,6,Fair,0.5,1
74,13817,334,25459,Employed,263,7,Excellent,0.61,1
57,3675,832,4669,Employed,13186,4,Poor,0.09,0
25,12841,787,31564,Employed,12868,8,Excellent,0.37,1
57,19079,786,19865,Employed,6527,6,Good,0.32,1
61,3569,444,45390,Employed,5886,3,Good,0.06,0
73,4858,823,17588,Employed,9606,8,Fair,0.58,1
40,10308,445,16040,Employed,5105,5,Fair,0.12,0
57,5744,802,18125,Employed,1621,7,Fair,0.12,1
28,3311,826,31759,Student,1753,1,Fair,0.08,1
63,18055,571,44848,Employed,8753,4,Good,0.18,1
25,18509,833,29070,Unemployed,14808,2,Fair,0.16,1
46,7406,394,8049,Self-Employed,3582,4,Excellent,0.28,1
47,9483,746,16516,Employed,1157,7,Good,0.48,1
73,5563,714,38031,Unemployed,5508,5,Excellent,0.09,1
27,11946,556,5737,Employed,9957,0,Poor,0.61,0
56,10144,561,17027,Unemployed,4156,6,Poor,0.26,0
45,11110,386,40598,Employed,3835,9,Excellent,0.44,1
66,9642,735,11015,Employed,5861,0,Good,0.06,1
53,2253,407,37965,Employed,11733,0,Good,0.29,0
30,13064,318,16095,Employed,13662,3,Good,0.05,1
49,8351,664,16053,Employed,11321,8,Good,0.16,1
53,6604,678,23872,Employed,11448,7,Excellent,0.34,1
54,16690,459,32519,Unemployed,3103,9,Excellent,0.4,1
43,14921,399,45471,Employed,4752,2,Good,0.15,1
39,12702,564,44166,Self-Employed,14265,5,Excellent,0.53,1
21,12603,348,24063,Employed,12456,0,Good,0.17,1
48,10917,714,7306,Employed,1045,9,Good,0.13,1
35,9859,358,13573,Self-Employed,8015,0,Fair,0.27,1
55,5185,482,18248,Employed,2857,5,Good,0.41,0
41,11369,746,42014,Employed,1102,4,Fair,0.69,1
73,19866,600,27656,Self-Employed,7303,5,Excellent,0.32,1
40,6444,653,17941,Employed,6445,8,Excellent,0.33,1
39,16910,512,14018,Employed,10927,4,Poor,0.09,0
19,16971,488,14088,Unemployed,6002,1,Good,0.55,1
48,11178,646,21675,Student,8578,0,Good,0.17,1
72,10133,436,17124,Self-Employed,1612,1,Fair,0.53,0
28,9962,329,17831,Self-Employed,1565,7,Excellent,0.64,0
45,15388,445,35589,Employed,3355,0,Good,0.55,1
63,18227,767,4819,Employed,10568,5,Excellent,0.47,1
49,17703,802,31286,Student,2507,4,Good,0.44,1
22,4581,490,12164,Employed,2200,9,Excellent,0.34,1
55,10949,770,33701,Employed,4004,8,Excellent,0.14,1
27,17157,644,17475,Employed,10964,3,Good,0.56,1
57,3791,300,43211,Unemployed,5810,4,Fair,0.36,0
63,3032,409,20305,Employed,8998,4,Poor,0.46,0
41,5862,363,12498,Employed,14822,1,Good,0.29,0
52,19537,352,33869,Employed,14930,1,Good,0.18,1
61,17515,561,37603,Self-Employed,3783,8,Fair,0.57,1
65,6488,828,5235,Self-Employed,11221,2,Good,0.27,1
40,7844,601,46890,Employed,640,5,Good,0.61,1
34,9930,533,13015,Employed,5925,3,Excellent,0.68,1
18,17193,372,15601,Unemployed,4086,3,Fair,0.59,0
72,10606,656,8509,Student,11187,4,Good,0.13,1
48,2938,783,40484,Employed,10430,4,Poor,0.61,0
48,16319,305,17918,Self-Employed,2099,6,Fair,0.39,0
59,11152,436,41975,Student,10834,6,Good,0.21,1
74,7889,703,42520,Employed,10580,0,Fair,0.11,1
72,4579,505,36693,Employed,7867,5,Good,0.23,0
59,7795,709,27959,Student,14860,3,Excellent,0.14,1
70,15203,335,1909,Employed,7898,1,Good,0.07,1
73,10058,529,10605,Employed,12304,5,Fair,0.69,0
51,5241,526,15505,Self-Employed,12277,6,Fair,0.59,0
26,15381,561,38776,Employed,8433,1,Good,0.53,1
39,17969,430,1118,Employed,5789,1,Good,0.18,1
30,16914,747,29638,Self-Employed,3749,9,Excellent,0.07,1
42,15829,485,4113,Employed,4746,6,Good,0.37,1
65,17882,485,45020,Employed,9626,8,Poor,0.53,0
35,9823,573,39921,Employed,12581,2,Fair,0.68,0
68,9088,651,15765,Employed,7195,2,Fair,0.6,1
29,2403,712,18875,Self-Employed,1433,7,Fair,0.63,0
57,13148,450,19480,Unemployed,6502,1,Good,0.21,1
34,11455,683,8944,Employed,12960,8,Good,0.15,1
32,4304,335,36022,Employed,9631,6,Good,0.21,0
59,19110,625,49806,Unemployed,4277,7,Good,0.14,1
32,2784,764,26089,Employed,11160,8,Fair,0.57,1
32,2189,765,49707,Employed,4887,2,Good,0.64,1
72,6282,394,33563,Unemployed,8103,5,Fair,0.25,0
56,6007,433,2233,Employed,12954,7,Fair,0.62,0
30,3496,461,22642,Employed,5933,0,Fair,0.09,0
34,18313,599,29708,Unemployed,13013,5,Excellent,0.49,1
49,10131,655,31937,Student,7507,2,Excellent,0.39,1
26,6007,539,39399,Employed,4448,7,Good,0.23,1
57,2027,466,48283,Unemployed,12356,8,Fair,0.55,0
37,4496,439,1129,Employed,8668,4,Fair,0.19,0
43,4967,438,37484,Employed,12612,1,Excellent,0.32,0
44,19245,534,19155,Unemployed,11757,6,Good,0.51,1
38,16272,302,21838,Employed,9510,5,Fair,0.27,0
35,2203,555,24154,Employed,5328,5,Excellent,0.61,1
30,2162,670,45035,Employed,13468,0,Poor,0.61,0
33,10614,577,31294,Employed,5194,0,Good,0.18,1
26,7756,815,6273,Employed,14165,5,Poor,0.34,0
29,9867,511,9697,Unemployed,14622,5,Good,0.33,1
61,14960,515,6628,Employed,5350,3,Good,0.32,1
55,6797,569,38681,Employed,5696,7,Good,0.38,1
36,10073,775,46849,Employed,12370,8,Fair,0.1,1
24,17082,827,26414,Employed,3657,5,Good,0.62,1
74,6878,363,45831,Employed,9480,9,Good,0.24,0
52,15000,759,5718,Employed,268,7,Good,0.05,1
65,1805,315,20060,Employed,2935,7,Poor,0.5,0
35,6197,318,1096,Employed,12588,1,Excellent,0.47,0
33,8722,624,19347,Self-Employed,9213,3,Good,0.69,1
72,9433,392,39169,Employed,89,0,Excellent,0.52,0
56,19349,316,31396,Employed,1925,0,Good,0.27,1
21,12963,787,12058,Employed,12647,5,Good,0.67,1
42,1902,393,13218,Employed,13611,6,Excellent,0.29,0
49,14401,309,17982,Employed,11265,4,Fair,0.58,0
57,8440,827,33281,Employed,13724,7,Good,0.27,1
30,17522,788,4963,Employed,3247,8,Good,0.08,1
62,9595,443,26004,Employed,1148,3,Good,0.53,1
34,12342,814,47622,Employed,13014,0,Good,0.28,1
66,6044,769,24677,Employed,9794,5,Excellent,0.27,1
54,7574,676,45741,Employed,5297,0,Fair,0.52,1
23,8350,793,2324,Self-Employed,9994,1,Good,0.26,1
36,2250,783,28166,Student,8196,3,Fair,0.13,1
30,3117,751,44374,Self-Employed,5932,3,Excellent,0.31,1
74,4030,835,47908,Employed,14025,5,Good,0.59,1
43,4833,374,25495,Employed,10356,7,Poor,0.13,0
31,8734,339,38932,Employed,3061,2,Good,0.41,0
48,2011,601,27092,Employed,430,5,Excellent,0.14,1
71,16046,361,2339,Employed,8581,2,Excellent,0.08,1
21,6582,802,49316,Employed,8015,1,Fair,0.3,1
56,18136,544,13286,Employed,11742,3,Excellent,0.48,1
25,10320,317,30235,Employed,3542,3,Poor,0.23,0
42,4976,697,12595,Employed,1373,1,Excellent,0.34,1
30,10678,488,26552,Employed,4839,2,Good,0.37,1
49,3225,403,14629,Employed,4179,8,Good,0.6,0
55,19977,643,47489,Employed,10840,9,Excellent,0.58,1
55,15265,670,40234,Employed,11490,8,Good,0.05,1
73,3201,332,30925,Employed,452,9,Good,0.32,0
45,9996,673,39231,Employed,13422,6,Fair,0.48,1
70,13770,477,39258,Employed,8514,1,Good,0.6,1
47,11972,311,13843,Employed,4014,4,Fair,0.08,0
20,4307,755,33035,Employed,6049,7,Fair,0.46,1
45,17154,548,24988,Self-Employed,5658,0,Excellent,0.6,1
20,12578,747,33683,Student,10180,0,Good,0.22,1
62,9072,303,33986,Unemployed,9320,5,Excellent,0.18,1
71,18908,535,34301,Employed,9301,6,Excellent,0.35,1
51,10198,472,15977,Employed,2550,6,Fair,0.68,0
33,6356,621,48622,Employed,8697,2,Good,0.5,1
39,8224,670,8951,Student,7028,9,Good,0.33,1
49,10745,847,27071,Self-Employed,9371,3,Fair,0.06,1
55,12366,595,10565,Self-Employed,14022,8,Excellent,0.41,1
25,11596,699,29715,Employed,495,9,Good,0.28,1
72,6087,357,38109,Employed,5036,3,Good,0.17,0
25,6422,829,38850,Employed,7137,4,Excellent,0.38,1
74,6546,847,47664,Unemployed,385,5,Fair,0.27,1
23,8703,707,12334,Employed,13960,6,Good,0.08,1
31,16903,812,49836,Employed,11726,4,Good,0.52,1
49,11328,363,27300,Employed,3614,6,Poor,0.53,0
52,17297,719,20369,Self-Employed,4771,1,Good,0.45,1
27,1538,445,39362,Employed,7280,6,Excellent,0.6,1
20,7765,571,25401,Self-Employed,1896,4,Excellent,0.18,1
29,8098,316,45614,Employed,12046,9,Excellent,0.24,1
66,3915,397,49350,Employed,7008,4,Fair,0.35,0
48,18642,751,21639,Employed,3517,5,Excellent,0.09,1
46,18648,542,18388,Unemployed,10526,8,Excellent,0.62,1
22,15806,778,19506,Self-Employed,13210,3,Fair,0.37,1
69,16077,500,13766,Employed,14081,4,Good,0.26,1
42,13385,772,7696,Employed,12488,4,Good,0.36,1
58,12877,478,4981,Employed,810,2,Good,0.26,1
48,12558,807,17855,Employed,882,2,Good,0.24,1
38,8943,752,20789,Employed,9594,0,Good,0.34,1
37,19201,569,1308,Employed,14848,3,Good,0.36,1
56,18584,533,41463,Employed,3794,8,Fair,0.33,1
39,5883,785,28510,Employed,9480,1,Excellent,0.41,1
21,3093,637,30372,Self-Employed,5307,9,Excellent,0.56,0
30,16258,747,8707,Unemployed,9089,3,Good,0.09,1
62,8526,656,16522,Employed,10596,8,Excellent,0.58,1
59,4112,348,36815,Employed,8121,8,Fair,0.2,0
67,12829,795,27497,Unemployed,9408,7,Good,0.21,1
66,3408,645,31524,Employed,5229,1,Excellent,0.44,1
37,8454,592,44959,Employed,2955,2,Good,0.68,1
69,16685,449,35785,Self-Employed,12214,5,Excellent,0.06,1
30,19674,844,14366,Unemployed,2953,1,Excellent,0.49,1
34,16996,559,38649,Self-Employed,3570,2,Good,0.5,1
71,4428,621,35246,Employed,5742,0,Fair,0.42,0
53,10780,376,27928,Employed,5184,3,Good,0.06,0
50,9181,409,21581,Employed,1088,5,Good,0.44,1
18,5627,846,25105,Employed,316,0,Fair,0.12,1
